BTmag,e_Plx,e_DEdeg,e_RAdeg,pmDE,pmRA,Plx,Vmag,B-V,VTmag,V-I,Hpmag,e_B-V,e_V-I,r_Vmag,r_SpType,SpType
10.311,1.57,1.03,1.15,-24.31,-0.25,5.27,9.76,0.487,9.804,0.56,9.8668,0.03,0.03,1,1,0
5.502,0.7,0.36,0.46,8.54,-39.77,4.29,5.66,-0.113,5.634,-0.1,5.6246,0.003,0.0,1,7,0
8.629,1.08,0.77,0.78,150.0,313.52,30.58,7.78,0.664,7.868,0.73,7.923,0.004,0.0,0,2,0
8.139,1.03,0.54,0.87,-28.91,74.1,13.76,7.58,0.516,7.622,0.59,7.6906,0.015,0.02,0,3,0
9.792,1.4,0.95,0.95,-2.88,-5.59,3.1,9.64,0.2,9.655,0.22,9.7406,0.015,0.02,0,6,1
8.634,0.72,0.61,0.59,8.42,46.72,12.31,8.13,0.414,8.169,0.48,8.2273,0.01,0.01,1,0,0
7.999,0.57,0.51,0.47,-6.52,14.96,4.96,6.61,1.079,6.73,1.04,6.7808,0.002,0.0,0,0,1
8.755,0.95,0.58,0.7,13.2,21.17,8.68,8.3,0.389,8.336,0.45,8.3861,0.003,0.0,1,1,0
7.347,0.56,0.46,0.44,-742.38,157.92,45.76,6.55,0.655,6.624,0.72,6.6788,0.006,0.02,0,7,0
9.852,1.44,0.99,0.94,0.43,-5.29,0.86,9.71,0.17,9.713,0.19,9.7635,0.015,0.01,1,6,1
9.442,1.24,0.85,0.83,-1.05,-4.81,1.4,9.28,0.16,9.296,0.18,9.3407,0.015,0.01,1,6,1
10.857,1.39,0.88,1.2,-13.09,36.24,4.03,9.32,1.197,9.44,1.16,9.4899,0.036,0.04,1,3,1
4.419,0.82,0.77,2.55,-7.62,17.79,3.6,4.48,-0.069,4.472,0.0,4.4631,0.009,0.03,2,7,1
5.62,0.69,0.46,0.59,81.15,-66.07,35.92,5.22,0.35,5.262,0.42,5.3047,0.022,0.02,1,3,0
8.994,1.02,0.66,0.85,-8.41,31.54,4.79,7.66,1.034,7.784,1.01,7.8295,0.003,0.0,0,2,1
10.431,0.98,0.77,0.74,-2.96,-16.85,1.44,9.01,1.122,9.109,1.08,9.1779,0.026,0.03,1,0,1
10.476,1.62,1.06,1.44,29.13,10.16,4.01,9.95,0.5,9.953,0.57,10.062,0.042,0.04,1,2,0
9.35,1.22,0.75,1.03,-37.84,3.46,5.63,8.93,0.376,8.951,0.44,9.0285,0.015,0.02,0,3,0
9.532,1.15,0.74,0.89,-2.07,-27.45,6.86,9.08,0.398,9.115,0.46,9.1687,0.015,0.02,0,3,0
10.86,1.32,0.93,1.17,2.71,-8.22,3.01,9.51,1.075,9.598,1.04,9.6799,0.039,0.03,1,3,1
6.279,0.71,0.44,0.47,-96.11,-89.06,15.01,5.94,0.297,5.968,0.34,6.0117,0.005,0.01,1,7,0
10.131,1.11,0.8,0.91,-8.12,55.87,2.2,8.67,1.144,8.781,1.11,8.84,0.024,0.02,1,2,1
9.458,1.35,0.92,1.13,-21.06,-42.71,3.96,8.95,0.443,8.991,0.51,9.0671,0.015,0.02,0,2,0
9.368,1.13,0.73,0.86,-20.13,21.3,7.94,8.72,0.569,8.775,0.64,8.8439,0.015,0.01,0,3,0
8.601,1.04,0.61,0.82,-14.58,-6.14,4.98,7.24,1.059,7.342,1.03,7.4078,0.02,0.02,0,3,1
6.791,0.65,0.47,0.45,2.2,223.4,22.09,6.15,0.524,6.209,0.6,6.2656,0.005,0.01,1,7,1
9.312,0.95,0.66,0.8,-573.07,-49.04,45.43,8.03,0.983,8.128,1.02,8.1706,0.025,0.02,0,7,0
9.964,1.22,0.83,0.83,27.62,13.78,6.09,9.19,0.636,9.259,0.7,9.3289,0.02,0.02,1,0,0
9.408,1.33,0.97,0.96,16.56,2.96,6.12,8.95,0.4,8.994,0.47,9.0426,0.015,0.02,1,2,0
9.583,1.24,0.83,0.94,-6.22,20.14,6.99,8.99,0.549,9.039,0.62,9.1052,0.005,0.01,0,1,0
5.44,0.65,0.41,0.32,-5.34,-28.35,9.28,5.41,0.022,5.416,0.04,5.4258,0.002,0.0,1,7,0
9.079,1.05,0.8,0.89,-12.91,-21.85,6.87,8.67,0.362,8.71,0.42,8.7459,0.001,0.0,0,7,1
9.665,0.93,0.63,0.82,-12.04,38.61,2.45,8.12,1.205,8.237,1.16,8.2866,0.015,0.01,1,7,1
10.501,1.24,0.89,0.79,2.57,-13.31,0.05,8.99,1.177,9.109,1.14,9.1546,0.023,0.02,1,1,1
7.951,0.89,0.56,0.53,18.79,59.22,6.23,7.62,0.293,7.643,0.33,7.6912,0.007,0.01,1,1,1
8.283,0.82,0.51,0.71,37.65,37.13,2.93,6.15,1.652,6.334,1.84,6.244,0.014,0.05,1,6,1
9.998,1.26,0.78,0.71,19.02,-43.5,13.63,9.25,0.666,9.319,0.73,9.3951,0.005,0.0,0,1,0
9.662,1.21,0.85,0.9,-4.91,49.6,6.64,9.14,0.462,9.185,0.53,9.2437,0.017,0.02,1,1,0
6.906,1.03,0.56,0.79,-205.68,-32.25,31.39,6.15,0.603,6.22,0.67,6.2783,0.009,0.01,1,3,0
10.459,0.95,0.81,0.82,-7.64,61.88,7.74,9.69,0.72,9.706,0.77,9.8006,0.015,0.01,0,0,0
9.891,0.93,0.75,0.81,1.05,33.97,5.23,9.38,0.478,9.429,0.55,9.495,0.015,0.02,0,0,0
11.246,1.59,1.07,1.12,-2.0,0.29,2.53,10.5,0.66,10.653,0.72,10.6528,0.015,0.01,0,7,0
5.739,0.55,0.45,0.42,-21.86,-14.93,11.24,5.64,0.078,5.66,0.09,5.677,0.004,0.0,1,7,1
10.626,1.13,0.88,0.83,-0.58,8.52,4.51,9.27,1.046,9.402,1.02,9.4397,0.045,0.04,1,0,1
11.083,1.09,0.82,0.79,-1.53,10.26,0.28,9.05,1.561,9.244,1.92,9.1424,0.047,0.12,1,0,1
6.867,1.1,0.78,1.06,-6.07,12.04,11.38,6.47,0.314,6.529,0.36,6.558,0.006,0.02,0,3,1
8.717,1.06,0.79,0.75,-40.65,-67.28,25.89,7.88,0.677,7.942,0.74,8.0116,0.01,0.01,0,1,0
10.942,1.06,0.88,0.82,-15.38,-67.71,19.99,9.74,0.905,9.859,0.95,9.8839,0.015,0.01,1,7,0
10.342,1.46,0.94,1.05,3.88,-13.78,3.68,9.8,0.455,9.895,0.52,9.9195,0.015,0.02,0,3,0
6.572,0.73,0.41,0.41,78.36,183.96,66.92,5.8,0.635,5.867,0.72,5.9251,0.003,0.07,0,7,1
7.441,0.73,0.43,0.43,-3.9,1.71,0.57,6.95,0.414,7.002,0.48,7.048,0.005,0.01,1,7,1
9.388,0.94,0.64,0.77,-1.92,0.18,-0.08,7.41,1.52,7.575,1.55,7.5359,0.015,0.03,1,7,1
9.491,1.2,0.88,0.97,10.98,-5.94,7.85,8.83,0.555,8.892,0.63,8.9489,0.011,0.01,0,2,0
9.41,1.6,1.38,1.23,-80.66,301.59,62.41,7.89,1.251,7.971,1.42,7.9987,0.011,0.02,1,4,0
8.212,1.69,1.36,1.03,-76.91,95.62,20.56,7.63,0.517,7.667,0.59,7.7452,0.015,0.02,1,7,0
8.459,1.05,0.72,0.9,13.61,0.28,7.7,7.83,0.553,7.89,0.63,7.946,0.003,0.0,0,2,0
9.889,0.99,0.83,0.78,43.32,-33.21,6.72,9.34,0.471,9.401,0.54,9.4454,0.022,0.02,1,0,0
9.998,1.31,0.82,1.07,12.02,19.03,3.13,8.79,0.979,8.865,0.96,8.9608,0.002,0.0,0,3,1
9.448,1.16,0.78,0.75,-38.64,238.18,15.8,8.65,0.637,8.725,0.7,8.7822,0.004,0.0,1,7,0
5.946,0.74,0.49,0.45,-4.56,17.64,7.21,6.03,-0.063,6.02,-0.04,6.0177,0.005,0.01,1,7,1
10.141,1.42,0.87,1.07,-44.81,-118.39,6.94,9.36,0.626,9.493,0.69,9.4913,0.005,0.0,0,3,0
9.737,1.22,0.84,0.93,15.99,-18.03,9.22,9.01,0.582,9.105,0.65,9.1311,0.022,0.02,1,3,0
10.762,1.54,1.17,1.17,-4.19,-6.35,2.5,9.45,1.049,9.534,1.02,9.6223,0.041,0.03,1,2,1
6.72,0.73,0.46,0.35,-4.38,9.85,5.62,6.51,0.181,6.531,0.2,6.5687,0.005,0.01,1,7,1
10.665,1.1,0.83,0.78,5.1,4.86,0.14,9.15,1.157,9.299,1.12,9.32,0.03,0.03,1,0,1
10.938,0.97,0.86,0.82,4.8,12.79,3.51,9.21,1.328,9.354,1.29,9.3654,0.037,0.04,1,0,1
8.368,0.9,0.54,0.76,-64.85,-20.18,14.1,7.15,0.964,7.256,0.95,7.3148,0.002,0.0,1,7,1
8.736,0.69,0.53,0.53,-6.54,87.25,7.09,7.23,1.17,7.353,1.13,7.3973,0.01,0.01,1,0,1
8.757,0.92,0.55,0.78,-29.28,-42.0,5.54,7.34,1.122,7.428,1.08,7.4968,0.002,0.0,0,7,1
9.735,0.81,0.69,0.75,-2.17,-38.4,6.47,9.23,0.455,9.266,0.52,9.3361,0.019,0.02,1,0,0
9.795,0.91,0.69,0.68,16.96,73.64,4.8,8.45,1.035,8.585,1.01,8.6151,0.018,0.01,1,0,1
9.584,0.69,0.61,0.61,-302.62,49.67,6.13,8.53,0.848,8.607,0.86,8.6788,0.002,0.0,0,0,0
9.539,1.2,0.82,0.98,15.0,98.29,7.19,8.96,0.483,9.048,0.55,9.0703,0.005,0.01,0,2,0
7.429,0.82,0.61,0.76,-44.22,-29.45,5.55,5.36,1.559,5.593,2.49,5.3801,0.008,0.02,1,6,1
9.419,0.73,0.56,0.55,1.94,17.42,0.79,7.39,1.564,7.577,1.87,7.4824,0.014,0.05,1,0,1
8.406,0.93,0.63,0.69,-3.06,-23.76,8.31,6.81,1.225,6.955,1.18,6.969,0.002,0.0,1,2,1
6.88,0.59,0.45,0.43,15.31,166.87,24.65,6.39,0.424,6.445,0.49,6.4903,0.004,0.0,1,6,0
8.293,0.79,0.6,0.56,68.61,13.5,9.31,7.8,0.458,7.853,0.53,7.9043,0.004,0.0,1,0,0
9.296,0.99,0.69,0.81,-84.36,-34.16,17.2,8.63,0.569,8.683,0.64,8.7533,0.015,0.01,1,2,0
10.113,1.35,0.91,0.92,86.77,130.1,7.26,9.49,0.524,9.559,0.6,9.6099,0.021,0.02,1,1,0
9.788,1.29,0.83,1.1,9.29,7.54,1.37,9.32,0.415,9.367,0.48,9.4133,0.015,0.02,1,3,0
10.085,1.95,1.49,1.91,10.61,-12.66,4.19,8.48,1.2,8.651,1.17,8.6487,0.495,0.06,1,3,1
7.755,0.66,0.45,0.41,-0.88,-5.89,-0.17,6.41,1.081,6.528,1.14,6.5643,0.007,0.01,0,7,1
7.6,0.85,0.6,0.7,-19.7,55.26,8.7,6.95,0.561,7.021,0.63,7.0749,0.003,0.0,1,7,1
9.971,2.25,2.16,1.9,6.52,0.64,1.48,8.69,1.019,8.772,0.99,8.8259,0.015,0.01,0,1,1
9.42,1.01,0.78,0.72,1.59,-6.65,6.05,8.98,0.403,9.008,0.47,9.0734,0.017,0.02,1,0,0
10.304,1.25,0.8,1.17,-15.44,-4.78,1.66,9.17,0.911,9.255,0.91,9.3339,0.026,0.02,1,3,1
9.844,1.08,0.74,1.01,-6.27,-24.97,7.48,9.13,0.577,9.22,0.65,9.2538,0.023,0.02,1,2,0
10.318,1.45,0.99,1.12,-17.42,103.53,6.98,9.56,0.567,9.67,0.64,9.6959,0.02,0.02,0,3,0
10.522,1.1,0.79,0.75,7.75,20.96,0.87,8.45,1.611,8.623,1.76,8.5429,0.024,0.07,1,2,1
9.614,0.78,0.69,0.57,-6.53,18.05,2.81,8.02,1.223,8.163,1.18,8.1837,0.015,0.01,1,0,1
10.485,1.33,0.88,0.98,1.17,-5.46,3.67,9.08,1.094,9.199,1.06,9.2483,0.028,0.03,1,3,1
6.767,0.81,0.53,0.67,-35.12,53.83,12.45,5.51,0.987,5.618,0.93,5.6735,0.005,0.04,1,7,1
10.302,1.14,0.96,1.05,-9.69,-6.83,3.56,9.76,0.468,9.791,0.54,9.866,0.012,0.01,1,0,0
9.679,4.96,3.89,4.28,-73.74,-26.92,3.71,9.08,0.495,9.149,0.57,9.1901,0.036,0.04,1,2,0
6.434,0.85,0.74,0.72,6.66,107.75,9.35,6.11,0.27,6.144,0.3,6.1824,0.01,0.01,1,7,0
10.63,1.51,1.01,0.86,-26.84,31.59,3.98,9.4,0.98,9.49,0.96,9.5682,0.022,0.02,1,1,1
10.188,1.29,0.73,0.77,3.64,47.86,1.67,8.86,1.02,8.997,0.99,9.0295,0.019,0.01,1,7,1
8.21,0.93,0.56,0.79,-4.47,-1.36,0.1,8.42,-0.157,8.382,-0.16,8.3678,0.005,0.01,1,7,0
5.51,0.83,0.61,0.63,-81.89,-101.23,17.98,4.08,1.1,4.216,1.06,4.2487,0.004,0.0,1,7,1
7.177,0.94,0.8,0.82,-10.26,14.42,7.16,5.98,0.941,6.083,0.92,6.1423,0.002,0.04,0,7,1
9.591,1.38,0.84,1.01,-0.22,-15.38,8.46,8.9,0.57,8.945,0.64,9.0387,0.011,0.01,0,3,0
8.811,0.82,0.69,0.64,2.51,-0.57,1.54,8.7,0.082,8.72,0.09,8.7376,0.016,0.02,1,0,0
9.155,0.82,0.54,0.76,5.04,11.77,1.16,7.17,1.537,7.345,1.72,7.275,0.015,0.06,1,7,1
9.632,1.37,0.93,1.03,1.42,20.7,4.27,9.18,0.394,9.202,0.46,9.2795,0.015,0.02,0,2,0
8.918,0.97,0.64,0.7,-6.81,13.83,1.72,7.09,1.394,7.249,1.37,7.2489,0.001,0.0,0,2,1
10.145,1.38,1.32,1.32,-153.7,-153.59,13.96,9.19,0.666,9.39,0.73,9.3205,0.015,0.01,0,0,0
7.395,0.76,0.48,0.67,34.4,30.18,8.11,5.7,1.3,5.846,1.23,5.8552,0.001,0.04,0,3,1
8.303,0.85,0.56,0.75,11.38,99.22,4.4,6.93,1.085,7.054,1.05,7.0952,0.015,0.01,1,7,1
9.452,0.96,0.61,0.81,-12.8,4.41,4.16,8.09,1.061,8.208,1.03,8.2574,0.016,0.01,1,7,1
5.333,0.55,0.43,0.42,-5.94,15.03,4.06,5.42,-0.066,5.41,-0.04,5.4062,0.004,0.0,1,7,1
10.017,0.9,0.78,0.77,-111.09,-8.66,6.69,9.11,0.753,9.159,0.8,9.2545,0.021,0.01,1,0,0
7.123,0.87,0.71,0.69,14.46,160.09,17.41,6.51,0.521,6.573,0.59,6.6248,0.007,0.01,1,7,0
10.501,1.26,0.77,1.15,-0.72,16.31,1.43,8.82,1.311,8.939,1.27,8.9761,0.032,0.04,1,2,1
7.966,0.96,0.7,0.73,19.87,67.14,7.39,7.59,0.313,7.622,0.36,7.6661,0.002,0.0,1,2,1
10.325,1.35,0.83,1.12,-9.66,-8.17,3.19,8.89,1.142,8.978,1.11,9.0576,0.027,0.03,1,2,1
5.498,0.79,0.53,0.97,-7.23,24.99,6.72,5.57,-0.058,5.554,-0.04,5.5593,0.002,0.0,0,3,0
9.882,1.39,0.85,1.05,-46.29,186.17,16.87,8.89,0.774,8.974,0.82,9.0462,0.002,0.0,0,3,0
7.148,1.35,1.07,1.11,9.87,133.71,14.65,5.86,1.01,5.97,0.99,6.0254,0.005,0.0,1,6,1
9.689,1.91,1.52,1.94,-14.23,83.4,6.59,8.98,0.577,9.065,0.65,9.1005,0.017,0.02,1,1,0
10.102,1.14,0.82,0.76,3.76,0.83,3.17,8.37,1.326,8.52,1.29,8.5247,0.023,0.03,1,1,1
7.345,0.82,0.55,0.7,3.41,111.61,4.93,5.92,1.104,6.043,1.07,6.0874,0.002,0.04,1,7,1
9.349,0.96,0.67,0.6,3.43,-24.18,3.85,7.86,1.153,7.988,1.12,8.0312,0.013,0.01,1,7,1
6.875,0.86,0.58,0.75,-1141.22,758.04,134.04,5.74,0.89,5.845,0.97,5.8775,0.008,0.02,0,7,0
9.758,1.11,0.75,0.73,-28.83,1.32,1.63,8.44,1.027,8.549,1.0,8.5892,0.016,0.01,1,7,0
10.015,1.33,0.9,1.09,-45.56,3.97,7.24,9.09,0.722,9.197,0.77,9.2309,0.027,0.02,1,2,0
10.352,1.38,0.98,1.07,-33.85,-30.47,14.86,9.56,0.66,9.616,0.72,9.6978,0.031,0.03,1,3,0
9.184,1.03,0.71,0.78,34.43,-4.17,5.94,8.05,0.895,8.143,0.9,8.2075,0.002,0.0,1,2,1
8.697,0.74,0.59,0.56,-19.52,112.75,8.06,8.1,0.501,8.174,0.57,8.2146,0.015,0.02,0,0,0
6.871,0.48,0.42,0.42,-34.59,133.21,15.94,5.09,1.345,5.241,1.34,5.2344,0.052,0.02,1,7,1
6.391,0.78,0.53,0.67,-50.48,83.14,10.69,4.44,1.5,4.6,1.58,4.5555,0.008,0.02,1,7,1
7.183,0.98,0.65,0.72,-54.88,85.66,15.91,6.78,0.348,6.823,0.4,6.8631,0.014,0.02,0,2,0
10.536,1.28,0.77,0.65,-38.01,-26.31,2.38,9.1,1.13,9.204,1.09,9.2674,0.019,0.02,1,1,1
9.693,1.05,0.82,0.79,-2.97,-1.9,1.76,9.44,0.225,9.457,0.25,9.5133,0.027,0.03,1,0,1
9.241,0.99,0.59,0.89,-19.34,48.73,4.97,7.87,1.061,7.997,1.03,8.039,0.014,0.01,1,3,1
9.443,1.22,0.83,0.84,-16.23,-37.74,3.98,8.36,0.879,8.473,0.89,8.5232,0.002,0.0,0,3,1
9.702,1.04,0.72,0.72,-19.55,5.33,2.54,8.2,1.15,8.345,1.11,8.3716,0.015,0.01,1,7,1
4.787,0.76,0.39,0.44,-9.82,30.28,8.37,4.9,-0.091,4.892,-0.07,4.8742,0.003,0.0,1,7,1
8.559,0.89,0.6,0.55,-8.47,-35.8,8.93,8.15,0.354,8.182,0.42,8.2387,0.008,0.01,1,7,0
7.412,0.71,0.4,0.38,20.81,-10.56,8.4,6.28,0.897,6.378,0.91,6.4372,0.0,0.04,1,1,1
5.684,0.75,0.51,0.66,-201.57,-2.33,41.8,5.07,0.502,5.124,0.57,5.1782,0.004,0.0,1,7,0
8.835,0.89,0.64,0.74,13.15,-41.36,6.41,7.59,0.972,7.706,0.96,7.7562,0.011,0.01,1,2,1
10.67,1.38,0.86,1.2,-20.02,15.51,3.11,9.29,1.068,9.417,1.03,9.453,0.036,0.03,1,3,1
9.543,1.28,0.87,1.36,33.82,37.18,5.62,8.97,0.508,9.022,0.58,9.1046,0.015,0.02,0,2,0
9.463,1.03,0.72,0.74,0.0,-1.93,0.36,8.82,0.538,8.887,0.61,8.9396,0.018,0.02,1,7,1
7.442,0.9,0.54,0.55,-5.41,13.98,3.55,7.58,-0.115,7.552,-0.1,7.5455,0.004,0.01,1,7,0
4.158,0.62,0.44,0.44,-559.65,1087.11,167.99,3.46,0.587,3.52,0.66,3.5835,0.003,0.0,1,4,0
9.85,1.08,0.72,0.95,9.46,35.66,3.32,8.36,1.158,8.483,1.12,8.5229,0.02,0.02,1,2,1
10.12,0.74,0.64,0.6,-12.52,20.1,3.87,8.13,1.527,8.284,1.57,8.2511,0.02,0.04,1,0,1
8.366,0.87,0.57,0.7,-13.33,6.67,5.59,7.18,0.932,7.289,0.93,7.3461,0.012,0.01,1,7,1
9.38,0.81,0.49,0.48,-6.14,-2.25,2.03,7.12,1.722,7.346,2.47,7.1441,0.01,0.02,1,7,1
7.113,0.99,0.67,0.7,-59.62,77.47,17.7,5.9,0.944,6.001,0.93,6.0644,0.021,0.04,0,3,1
10.278,1.22,0.75,0.73,4.26,-3.71,1.87,8.91,1.074,9.018,1.04,9.0751,0.016,0.01,1,1,1
10.477,1.29,0.88,0.81,14.39,21.8,2.02,9.05,1.131,9.139,1.09,9.1901,0.032,0.03,1,7,0
10.156,0.98,0.73,0.73,1.59,43.67,2.15,8.73,1.098,8.865,1.06,8.901,0.022,0.02,1,0,1
10.139,1.21,0.78,0.7,-9.2,0.87,3.21,8.85,1.039,8.923,1.01,9.013,0.018,0.01,1,1,1
7.321,0.86,0.55,0.81,-105.83,103.34,10.02,5.59,1.325,5.749,1.29,5.7503,0.003,0.0,0,3,1
9.237,1.7,2.8,2.9,-14.46,29.77,5.87,8.68,0.485,8.732,0.56,8.7851,0.013,0.01,1,0,0
6.431,0.85,0.56,0.6,-14.18,-12.25,3.8,6.27,0.132,6.303,0.15,6.3272,0.005,0.01,0,3,1
8.705,1.11,1.01,0.99,5.5,74.91,13.04,8.1,0.595,8.202,0.53,8.2001,0.4,0.02,1,0,0
11.0,1.22,0.89,0.88,55.11,88.34,35.95,9.5,1.157,9.636,1.26,9.6241,0.009,0.02,1,7,0
10.717,2.94,2.3,1.9,1.97,16.23,9.63,9.59,0.737,9.88,0.78,9.7325,0.024,0.02,1,1,0
4.352,0.75,0.51,0.48,-18.05,22.68,4.8,4.53,-0.136,4.51,-0.14,4.4853,0.004,0.03,0,4,0
8.907,1.04,0.66,0.84,-29.42,240.52,5.91,7.6,1.064,7.736,1.12,7.7677,0.005,0.01,1,7,1
8.781756678668268,0.88,0.76,0.91,-10.2,86.54,9.4,5.55,0.398,7.975777382882781,0.46,5.6451,0.015,0.02,1,6,1
11.314,1.58,1.0,0.95,1.47,-3.03,-0.02,9.93,1.054,10.08,1.02,10.0963,0.054,0.04,1,4,1
9.286,1.06,0.68,0.75,0.04,-0.9,0.58,8.51,0.616,8.621,0.68,8.6392,0.017,0.01,1,7,1
9.493,1.07,0.7,0.75,2.44,26.89,1.69,7.6,1.414,7.752,1.39,7.7593,0.004,0.01,0,3,1
9.251,0.69,0.53,0.5,1.15,-21.75,3.15,7.19,1.558,7.416,2.46,7.2092,0.013,0.04,1,0,1
9.932,1.17,0.74,1.01,-40.18,30.59,8.27,9.12,0.672,9.18,0.73,9.255,0.024,0.02,1,3,0
9.308,1.07,1.02,1.0,10.54,9.44,4.76,8.72,0.462,8.831,0.53,8.8255,0.014,0.01,1,0,0
10.341,1.24,0.72,0.72,-23.37,46.07,3.5,9.02,1.043,9.12,1.01,9.1818,0.018,0.01,1,1,1
9.666,1.06,0.73,0.52,7.09,51.76,7.88,8.88,0.689,8.948,0.75,9.0216,0.008,0.01,0,1,0
5.78,1.03,0.6,0.7,-228.44,-224.67,64.69,5.17,0.514,5.228,0.59,5.2811,0.011,0.02,1,7,1
8.563,0.61,0.52,0.54,29.9,138.83,16.94,7.94,0.522,8.012,0.59,8.0529,0.01,0.01,0,0,0
8.632,0.85,0.53,0.73,-25.66,-43.25,5.47,7.23,1.096,7.343,1.06,7.3985,0.012,0.01,1,7,1
8.696,0.9,0.63,0.59,-1.7,-1.86,0.49,8.07,0.535,8.131,0.61,8.1824,0.002,0.0,1,7,1
10.478,2.56,2.0,2.4,-14.83,21.27,11.07,9.59,0.846,9.499,0.86,9.7385,0.049,0.04,1,2,0
8.648,0.79,0.63,0.62,11.79,89.05,18.41,7.98,0.562,8.044,0.64,8.1019,0.009,0.01,1,0,0
8.484,2.03,1.19,1.77,-8.95,-35.05,13.06,7.83,0.483,7.964,0.55,7.9375,0.019,0.02,0,7,0
7.955,0.89,0.58,0.54,-1.25,-2.62,-1.31,7.59,0.309,7.629,0.35,7.672,0.009,0.01,1,7,1
11.128,2.04,1.74,1.76,-4.62,0.47,3.24,11.18,0.117,11.009,0.13,11.1706,0.026,0.03,0,7,1
8.892,1.0,0.79,0.83,-7.22,-9.4,6.81,7.67,0.958,7.781,0.95,7.8369,0.013,0.01,1,7,1
8.979,1.0,0.6,0.58,2.24,26.54,9.52,8.47,0.433,8.519,0.5,8.5683,0.003,0.0,1,1,0
10.44,1.45,0.92,0.89,-0.88,-2.5,1.12,9.59,0.76,9.697,0.8,9.7109,0.015,0.01,0,7,1
9.248,0.95,0.68,0.78,-15.49,-4.01,4.91,7.74,1.172,7.863,1.13,7.9053,0.017,0.01,1,7,1
10.752,1.89,1.59,1.71,3.68,0.17,1.69,11.04,-0.015,10.804,0.01,11.0148,0.022,0.02,0,7,1
8.348,0.81,0.53,0.72,-12.76,-15.6,5.19,7.21,0.903,7.309,0.9,7.3671,0.01,0.01,1,7,1
9.712,1.24,0.73,1.14,-29.87,18.08,8.71,8.97,0.609,9.043,0.68,9.1032,0.017,0.01,1,3,0
5.67,0.59,0.41,0.41,44.67,62.99,13.06,5.24,0.356,5.273,0.42,5.3218,0.002,0.0,1,7,1
5.982,0.58,0.41,0.38,-12.85,29.39,4.01,5.35,0.528,5.423,0.6,5.4654,0.003,0.0,1,4,0
10.112,1.03,0.8,0.74,29.46,30.88,10.13,9.26,0.705,9.317,0.76,9.4004,0.024,0.02,1,0,0
11.0,1.28,1.02,1.12,-8.27,14.49,3.36,9.12,1.404,9.32,1.38,9.2668,0.052,0.06,1,3,1
9.623,1.15,0.75,0.59,14.4,79.41,4.36,9.04,0.515,9.081,0.59,9.1508,0.014,0.01,1,1,0
7.391,0.62,0.53,0.49,38.31,-12.77,25.74,6.86,0.447,6.903,0.52,6.9589,0.006,0.01,1,0,0
6.728,0.72,0.38,0.4,-0.49,137.97,15.0,6.38,0.307,6.405,0.35,6.4536,0.004,0.01,1,7,1
9.652,1.14,0.82,0.87,5.05,79.38,3.94,8.99,0.561,9.049,0.63,9.1074,0.018,0.02,1,2,0
10.227,1.05,0.71,0.88,8.82,23.06,1.08,8.36,1.41,8.539,1.39,8.5063,0.026,0.03,1,2,1
10.894,1.34,1.04,1.03,0.96,-4.85,-0.18,9.5,1.147,9.634,1.11,9.6612,0.005,0.01,0,2,1
8.49,0.63,0.45,0.39,-1.87,-2.03,1.31,6.04,1.88,6.282,1.96,6.1253,0.0,0.03,1,7,1
9.457,1.27,0.83,1.12,11.27,-8.99,11.1,8.74,0.601,8.799,0.67,8.8694,0.022,0.02,1,3,0
7.758,0.79,0.57,0.67,-63.64,22.13,7.27,6.39,1.069,6.5,0.93,6.5531,0.001,0.04,1,7,1
7.852,0.92,0.62,0.89,-34.04,18.67,19.09,7.14,0.593,7.204,0.66,7.2618,0.004,0.0,0,2,0
10.395,1.64,1.2,1.14,-34.18,-9.72,5.78,9.73,0.566,9.785,0.64,9.85,0.03,0.03,1,1,0
11.112,1.06,0.91,0.94,-133.84,173.79,16.93,9.87,0.954,9.992,1.0,10.0364,0.007,0.01,1,0,1
7.494,0.64,0.47,0.42,-0.93,-1.37,-1.15,6.87,0.494,6.968,0.74,7.0007,0.008,0.03,0,7,1
10.801,1.61,1.05,1.04,25.83,63.78,20.84,9.71,0.857,9.808,0.9,9.854,0.04,0.04,1,1,0
9.641,0.89,0.73,0.72,-50.63,-1.32,7.95,8.93,0.602,8.982,0.67,9.0621,0.017,0.01,1,0,0
10.397,1.26,0.88,0.86,-64.7,29.76,5.65,9.83,0.528,9.9,0.6,9.9412,0.008,0.01,0,1,0
